"","RTlexdec","RTnaming","Familiarity","Word","AgeSubject","WordCategory","WrittenFrequency","WrittenSpokenFrequencyRatio","FamilySize","DerivationalEntropy","InflectionalEntropy","NumberSimplexSynsets","NumberComplexSynsets","LengthInLetters","Ncount","MeanBigramFrequency","FrequencyInitialDiphone","ConspelV","ConspelN","ConphonV","ConphonN","ConfriendsV","ConfriendsN","ConffV","ConffN","ConfbV","ConfbN","NounFrequency","VerbFrequency","CV","Obstruent","Frication","Voice","FrequencyInitialDiphoneWord","FrequencyInitialDiphoneSyllable","CorrectLexdec"
"11",740.379999999997,491.1,3.27,"spree","young","N",3.40119738166216,1.42711635564015,0.693147180559945,0,0.44886,1.09861228866811,0,5,1,9.153887,11.50982,15,7.5137092478397,38,10.1328119629254,14,7.5137092478397,0.693147180559945,0,3.2188758248682,10.0571952771303,32,0,"C","obst","frication","voiceless",12.0300512012847,12.4928443036806,24
"12",610.569999999999,485.200000000002,6.73,"are","young","N",11.2796936982972,0.284135205136403,2.70805020110221,1.91032,0.00022,0.693147180559945,0,3,9,8.369135,13.29079,21,8.51036996606811,15,8.57149196482362,0,0,3.04452243772342,6.35088571671474,2.70805020110221,6.78671695060508,1,0,"V","cont","long","voiced",9.28609698437543,9.3122649916981,23
"13",760.200000000001,491.700000000003,1.72,"sprig","young","N",3.52636052461616,2.2454266791541,1.09861228866811,0.50326,0.89604,1.09861228866811,0,5,1,8.913321,11.50982,16,6.19031540585315,15,6.18826412308259,15,6.18826412308259,0.693147180559945,0.693147180559945,0,0,48,0,"C","obst","frication","voiceless",12.0300512012847,12.4928443036806,15
"14",562.930000000001,465.499999999999,3.3,"pipe","young","N",5.99893656194668,0.335976081810737,3.13549421592915,1.33777,1.3377,2.30258509299405,3.85014760171006,4,6,7.912189,11.17479,8,3.95124371858143,9,5.52942908751142,8,3.95124371858143,0,0,0.693147180559945,5.30330490805908,558,73,"C","obst","burst","voiceless",9.22335530905368,9.64723954557388,29
"15",646.859999999999,505.700000000001,2.23,"hooch","young","N",1.94591014905531,-0.0281708769666963,0.693147180559945,0,0,0.693147180559945,0,5,2,8.930248,12.69734,0,0,0,0,0,0,0,0,0,0,6,0,"C","obst","frication","voiceless",11.4617690033259,11.8410486594195,21
"16",558.899999999999,471.700000000002,4.33,"guard","young","N",6.59441345974978,1.55227949859415,3.17805383034795,1.50704,1.58535,2.63905732961526,3.40119738166216,5,0,8.44458,10.6147,1,3.89182029811063,14,5.8111409929767,1,3.89182029811063,0,0,2.63905732961526,5.65599181081985,935,329,"C","obst","burst","voiced",8.96941465086618,9.69634037430652,29
"17",647.069999999998,459.300000000001,3.8,"tile","young","N",4.07753744390572,-0.669132304356071,1.79175946922805,0.118,1.61022,1.38629436111989,1.79175946922805,4,13,8.942925,13.2514,11,6.82110747225646,19,6.93731408122368,11,6.82110747225646,0,0,2.19722457733622,4.7361984483945,174,60,"C","obst","burst","voiceless",11.0708171191632,11.424848065435,27
"18",632.54,476.199999999999,4.1,"slope","young","N",5.80211837537706,1.81313432881279,1.09861228866811,0,1.60693,1.38629436111989,1.38629436111989,5,1,8.733826,10.60569,13,5.72358510195238,15,5.79301360838414,13,5.72358510195238,0,0,1.09861228866811,3.13549421592915,464,143,"C","obst","frication","voiceless",10.0800844211932,10.2216867057979,28
"19",594.789999999998,468.500000000002,4.66,"pile","young","N",6.16120732169508,0.347673983079757,2.19722457733622,0.29719,1.65206,2.30258509299405,2.56494935746154,4,14,8.334696,11.17479,11,6.82110747225646,19,6.93731408122368,11,6.82110747225646,0,0,2.19722457733622,4.7361984483945,532,371,"C","obst","burst","voiceless",9.22335530905368,9.64723954557388,29
"20",587.499999999997,482.800000000002,4.13,"greed","young","N",5.03043792139244,1.351608803132,1.94591014905531,0.9975,0,1.09861228866811,0,5,4,9.137255,11.50271,16,6.5191472879404,24,6.76041469108343,16,6.5191472879404,0,0,2.19722457733622,5.2257466737132,152,0,"C","obst","burst","voiced",11.3199473279877,11.7487166961178,30
"21",616.670000000002,497.399999999998,3.4,"plum","young","N",3.97029191355212,-0.355164369633365,1.38629436111989,0.29338,0.99901,1.09861228866811,3.98898404656427,4,4,7.852441,11.92678,15,4.59511985013459,23,8.8175940362758,15,4.59511985013459,0,0,2.19722457733622,8.80297345657842,108,0,"C","obst","burst","voiceless",11.7963359270711,12.1630920729557,27
"22",695.859999999998,473.299999999999,1.97,"pith","young","N",2.484906649788,1.20397280432594,1.6094379124341,0.96662,0,0.693147180559945,1.09861228866811,4,2,8.764146,11.17479,4,8.90204734562028,6,8.90679988358994,4,8.90204734562028,0,0,1.09861228866811,3.58351893845611,11,0,"C","obst","burst","voiceless",11.3102950727784,11.734323493746,7
"23",777.000000000002,499.7,1.44,"whorl","young","N",0.693147180559945,-0.587786664902119,1.09861228866811,1,0.54356,1.38629436111989,0,5,1,9.118241,12.5978,1,0,1,0,0,0,0,0,0,0,8,0,"C","cont","short","voiced",10.9445766549606,11.0729776018377,11
"24",597.999999999999,468.300000000002,3.28,"tide","young","N",6.08449941307517,1.58468974274491,2.70805020110221,1.10931,0.71751,1.94591014905531,2.39789527279837,4,11,8.864618,13.2514,13,6.55819780281227,27,7.0335064842877,13,6.55819780281227,0,0,2.70805020110221,6.06378520868761,546,0,"C","obst","burst","voiceless",11.0708171191632,11.424848065435,29
"25",543.930000000002,451.5,3.67,"jet","young","N",5.40717177146012,1.4871805963828,2.07944154167984,0.32577,1.11657,2.07944154167984,2.30258509299405,3,10,6.631623,9.70814,13,7.71690613529839,18,7.75233516330229,12,7.70391020961631,0,0,1.79175946922805,4.40671924726425,337,10,"C","obst","frication","voiced",9.98681716012313,11.048187945397,27
"26",671.590000000003,469.500000000001,2.83,"blitz","young","N",4.18965474202643,1.29928298413026,1.09861228866811,0,0.99616,1.38629436111989,1.09861228866811,5,0,8.259939,11.84506,1,1.38629436111989,10,7.54644627374602,1,1.38629436111989,0,0,2.30258509299405,7.54486106865846,65,27,"C","obst","burst","voiced",10.9998807140954,11.7096921861957,27
"27",558.309999999999,448.900000000002,4.13,"weed","young","N",5.12396397940326,0.377294231141468,2.484906649788,1.30404,1.54592,1.09861228866811,3.58351893845611,4,9,8.750966,12.52566,16,6.5191472879404,24,6.76041469108343,16,6.5191472879404,0,0,2.19722457733622,5.2257466737132,358,81,"C","cont","short","voiced",11.3364388517348,11.349017335687,29
"28",710.730000000001,487.899999999999,1.93,"prow","young","N",2.99573227355399,1.71479842809193,0.693147180559945,0,0.2864,0.693147180559945,0,4,8,8.462284,12.19724,28,8.22710823434815,17,7.70526247486633,12,7.6980291702728,2.83321334405622,7.33823815006559,1.79175946922805,2.83321334405622,20,0,"C","obst","burst","voiceless",11.9915666826116,12.4367715828974,15
"29",683.360000000002,459.300000000001,3.03,"port","young","N",6.08449941307517,1.36957836312796,2.83321334405622,1.99394,0.80085,2.07944154167984,2.30258509299405,4,9,8.519622,12.07807,8,6.15909538849193,12,6.58063913728495,7,6.15909538849193,0.693147180559945,0,1.79175946922805,5.51745289646471,579,0,"C","obst","burst","voiceless",10.0481505087767,11.0036486411941,28
"30",590.659999999996,458.5,3.9,"beach","young","N",6.96696713861398,1.29158413847948,1.79175946922805,0.04335,0.92735,1.09861228866811,3.04452243772342,5,5,9.223267,12.85978,9,7.00488198971286,14,7.0647590277918,9,7.00488198971286,0,0,1.79175946922805,4.23410650459726,1449,16,"C","obst","burst","voiced",13.4784365403092,13.4869509338934,29
"31",583.110000000003,448.600000000001,6.03,"while","young","N",9.3061958576197,1.03316558474175,1.94591014905531,0.48209,0,0.693147180559945,0.693147180559945,5,4,9.333076,12.5978,11,6.82110747225646,19,6.93731408122368,11,6.82110747225646,0,0,2.19722457733622,4.7361984483945,2861,0,"C","cont","short","voiced",10.9563350958365,11.1660028124742,27
"32",540.430000000001,462.1,3.73,"jaw","young","N",5.40717177146012,0.94818409565011,1.94591014905531,0.35139,1.09316,1.94591014905531,1.6094379124341,3,11,6.032764,8.49433,19,6.68461172766793,20,6.69084227741856,18,6.66440902035041,0,0,0.693147180559945,1.79175946922805,387,6,"C","obst","frication","voiced",7.76895604453833,7.88908440703551,28
"33",532.210000000001,456.900000000002,5.23,"arm","young","N",7.54802896993501,0.891816716788785,3.66356164612965,1.72528,1.11762,2.19722457733622,2.56494935746154,3,3,7.844349,13.29079,6,5.83188247728352,4,5.6021188208797,3,5.17614973257383,1.09861228866811,4.26267987704132,0,0,3766,100,"V","cont","long","voiced",8.93997417728963,8.97043207432924,29
"34",636.100000000001,470.400000000001,5.27,"plan","young","N",7.46278915741245,1.53746441280901,1.79175946922805,0.25135,1.94513,2.07944154167984,3.04452243772342,4,2,8.602686,11.92678,18,9.1018638956401,15,9.10108338603923,15,9.10108338603923,1.38629436111989,2.07944154167984,0,0,2416,3013,"C","obst","burst","voiceless",11.7963359270711,12.1630920729557,30
"35",572.310000000002,463.799999999999,4.63,"pill","young","N",5.4553211153577,1.03889305396649,1.38629436111989,0.23689,0.99528,1.38629436111989,2.70805020110221,4,14,8.304366,11.17479,28,8.19284713459287,31,8.19422930481982,28,8.19284713459287,0,0,1.38629436111989,1.79175946922805,507,0,"C","obst","burst","voiceless",11.3102950727784,11.734323493746,29
"36",647.139999999999,464.799999999999,3.5,"loft","young","N",3.85014760171006,-0.864773448237152,2.07944154167984,1.58512,0.78574,2.07944154167984,1.6094379124341,4,3,8.256064,12.33756,3,4.17438726989564,3,4.17438726989564,3,4.17438726989564,0,0,0,0,53,2,"C","cont","short","voiced",10.6428740275143,11.0038150360828,28
"37",687.959999999999,496.699999999998,3.63,"grouch","young","N",1.38629436111989,0.105360515657826,1.6094379124341,1,1.09646,1.09861228866811,0,6,1,9.333099,11.50271,7,4.70048036579242,6,3.13549421592915,6,3.13549421592915,0.693147180559945,4.47733681447821,0,0,4,0,"C","obst","burst","voiced",11.3199473279877,11.7487166961178,27
"38",694.200000000003,500.999999999998,2.03,"spire","young","N",4.56434819146784,2.59026716544583,1.6094379124341,0.99738,0.85586,0.693147180559945,0,5,7,8.952497,11.50982,12,5.63121178182137,14,5.63478960316925,12,5.63121178182137,0,0,1.09861228866811,0.693147180559945,132,0,"C","obst","frication","voiceless",12.0300512012847,12.4928443036806,25
"39",587.930000000001,494.699999999999,5.57,"plate","young","N",6.48768401848461,-0.186877373329816,3.3322045101752,0.58484,0.99811,2.77258872223978,3.61091791264422,5,4,9.226255,11.92678,19,7.30720231476474,31,7.86518795418747,19,7.30720231476474,0,0,2.56494935746154,7.01660968389422,995,10,"C","obst","burst","voiceless",11.7963359270711,12.1630920729557,27
"40",616.24,445.9,6.17,"week","young","N",8.48755838628655,-0.884390500886047,2.77258872223978,0.72114,0.95122,1.38629436111989,1.38629436111989,4,8,8.100316,12.52566,10,6.11809719804135,32,6.49677499018586,10,6.11809719804135,0,0,3.13549421592915,5.34710753071747,7712,0,"C","cont","short","voiced",11.3364388517348,11.349017335687,25
"41",575.619999999997,483.899999999998,4.47,"spine","young","N",5.32300997913841,1.84485155634012,1.94591014905531,1.20923,0.62714,1.6094379124341,0,5,7,9.109736,11.50982,20,6.58202513889283,23,6.72623340235875,20,6.58202513889283,0,0,1.38629436111989,4.72738781871234,242,0,"C","obst","frication","voiceless",12.0300512012847,12.4928443036806,29
"42",563,476.9,4.4,"glove","young","N",4.4188406077966,-0.0809690625336665,1.79175946922805,0.29148,0.7877,1.38629436111989,2.39789527279837,5,3,8.595285,10.43834,17,6.35957386867238,4,10.5093051236577,3,5.4971682252932,2.70805020110221,5.81413053182507,0.693147180559945,10.5026536696252,348,0,"C","obst","burst","voiced",9.4958951834118,10.0004781378498,26
"43",580.530000000002,483.999999999999,3.47,"beast","young","N",5.70044357339069,1.85456037046709,2.19722457733622,0.81437,0.96752,1.09861228866811,0.693147180559945,5,3,9.43884,12.85978,6,6.31173480915291,6,6.32076829425058,5,6.29156913955832,0.693147180559945,2.484906649788,0.693147180559945,2.83321334405622,492,0,"C","obst","burst","voiced",13.4784365403092,13.4869509338934,30
"44",557.309999999999,441.299999999999,4.77,"art","young","N",7.9973268229981,1.90420862216362,2.94443897916644,1.15037,0.08936,1.6094379124341,3.40119738166216,3,7,8.024234,13.29079,15,6.85751406254539,12,7.00850518208228,10,6.58617165485467,1.6094379124341,2.94443897916644,0.693147180559945,5.15905529921453,3006,0,"V","cont","long","voiced",9.426741242423,9.95275379383905,26
"45",875.800000000002,508.199999999998,1.31,"lisle","young","N",1.6094379124341,0.328504066972036,0.693147180559945,0,0,1.09861228866811,0,5,0,8.963221,12.78698,2,1.94591014905531,19,6.93731408122368,2,1.94591014905531,0,0,2.89037175789616,6.93147180559945,4,0,"C","cont","short","voiced",11.9741658085458,12.1866145588731,5
"46",653.410000000003,473.600000000002,3.63,"ant","young","N",4.24849524204936,-0.328275469417034,5.51745289646471,5.20728,0.91507,1.09861228866811,3.17805383034795,3,5,8.365496,13.96953,11,6.25575004175337,11,5.35658627467201,9,5.21493575760899,0.693147180559945,5.80513496891649,0.693147180559945,3.13549421592915,209,0,"V","cont","short","voiced",13.2691751935279,13.2730962230851,29
"47",626.960000000001,447.4,3.83,"chunk","young","N",4.14313472639153,0.297251523467932,1.09861228866811,0.60025,0.98356,1.38629436111989,0,5,3,8.583471,12.67433,18,4.51085950651685,18,4.66343909411207,17,4.49980967033027,0.693147180559945,0.693147180559945,0.693147180559945,2.83321334405622,146,0,"C","obst","frication","voiceless",6.57507584059962,6.77078942390898,27
"48",642.480000000002,474.799999999999,4.17,"ease","young","N",6.36302810354046,2.19172250018224,2.77258872223978,1.41627,1.22471,2.30258509299405,2.07944154167984,4,1,8.711285,13.02967,8,4.98360662170834,30,7.6226639513236,4,4.70953020131233,1.6094379124341,3.58351893845611,3.29583686600433,7.56734567601324,415,404,"V","cont","long","voiced",8.07527154629746,8.15765701519647,29
"49",743.210000000002,473.099999999999,1.43,"yore","young","N",1.79175946922805,0.510825623765991,0.693147180559945,0,0,0.693147180559945,0,4,1,8.680223,12.18982,20,7.87092959675514,38,9.77582462104597,20,7.87092959675514,0,0,2.94443897916644,9.61473824412392,5,0,"C","cont","short","voiced",10.6406994642582,10.6493932035887,14
"50",689.390000000003,466.399999999999,3.03,"brute","young","N",4.49980967033027,1.13943428318837,2.30258509299405,1.00028,0.68764,1.09861228866811,0,5,0,8.803095,10.9819,7,2.94443897916644,22,5.48063892334199,7,2.94443897916644,0,0,2.77258872223978,5.40267738187228,62,0,"C","obst","burst","voiced",11.0681060347835,11.3976605062953,28
"51",674.410000000002,476.599999999999,3.47,"globe","young","N",5.22035582507832,1.63683688662221,1.94591014905531,1.0266,0.41811,1.38629436111989,2.56494935746154,5,2,8.435289,10.43834,4,3.36729582998647,4,3.36729582998647,4,3.36729582998647,0,0,0,0,201,0,"C","obst","burst","voiced",9.4958951834118,10.0004781378498,29
"52",580.699999999998,481.900000000001,3.37,"crest","young","N",4.68213122712422,2.01490302054227,1.6094379124341,0.72551,1.06762,2.07944154167984,0,5,4,9.337134,11.27694,15,6.91274282049318,18,6.97354301952014,15,6.91274282049318,0,0,1.38629436111989,4.15888308335967,139,8,"C","obst","burst","voiceless",11.0830498294819,11.5955371776152,27
"53",676.580000000002,452.600000000002,2.53,"churn","young","N",3.13549421592915,0.755948081798976,1.38629436111989,0.07762,1.83906,1.38629436111989,1.6094379124341,5,0,8.69119,12.67433,5,5.52545293913178,11,5.92958914338989,5,5.52545293913178,0,0,1.94591014905531,4.83628190695148,15,89,"C","obst","frication","voiceless",8.233503140234,8.25452888193974,26
"54",595.669999999999,489.200000000001,4.63,"cloth","young","N",6.69826805411541,0.962986912399842,2.99573227355399,1.5636,0.38172,0.693147180559945,2.99573227355399,5,1,9.194222,11.29955,12,6.65801104587075,7,3.89182029811063,7,3.89182029811063,1.79175946922805,6.59441345974978,0,0,875,0,"C","obst","burst","voiceless",11.0305901116039,11.393454755994,27
"55",593.580000000003,435.299999999999,5.9,"shirt","young","N",6.70073110954781,0.215790577008951,2.70805020110221,1.09589,0.82542,1.09861228866811,2.19722457733622,5,4,9.124099,12.41582,7,4.62497281328427,14,5.16478597392351,7,4.62497281328427,0,0,2.07944154167984,4.30406509320417,1096,0,"C","obst","frication","voiceless",7.07918439460967,7.25488481007734,26
"56",777.859999999997,501.900000000001,2.13,"froth","young","N",3.68887945411394,2.40794560865187,1.79175946922805,0.85864,1.31204,1.38629436111989,0,5,3,9.335832,11.69309,12,6.65801104587075,7,3.89182029811063,7,3.89182029811063,1.79175946922805,6.59441345974978,0,0,35,26,"C","obst","frication","voiceless",12.6866359496443,12.775474677307,21
"57",825.049999999996,533.100000000003,2.73,"czar","young","N",3.04452243772342,1.76358859226136,0.693147180559945,0,0.65002,1.09861228866811,0,4,1,6.66399,4.14313,14,7.19593722647557,15,8.57149196482362,13,6.76849321164863,0.693147180559945,6.14203740558736,1.09861228866811,8.3916299684409,24,0,"C","obst","frication","voiced",5.28826703069454,9.36263218231844,19
"58",756.590000000002,477.800000000001,2.6,"chive","young","N",1.09861228866811,-0.182321556793954,0.693147180559945,0,0.40218,0.693147180559945,1.38629436111989,5,4,9.200456,12.67433,13,6.9037472575846,12,6.05678401322862,11,6.05678401322862,1.09861228866811,6.3456363608286,0.693147180559945,0,25,0,"C","obst","frication","voiceless",10.0090630450848,10.0723016259716,22
"59",669.96,477.3,4.73,"east","young","N",6.64898455002478,0.733321716333077,3.68887945411394,1.49226,0,1.09861228866811,2.56494935746154,4,2,8.738498,13.02967,6,6.31173480915291,6,6.32076829425058,5,6.29156913955832,0.693147180559945,2.484906649788,0.693147180559945,2.83321334405622,578,0,"V","cont","long","voiced",7.97728198675515,8.03689677268507,28
"60",626.749999999998,503.8,3.13,"cliff","young","N",5.57972982598622,0.743447919034744,1.09861228866811,0.10328,0.96932,0.693147180559945,1.79175946922805,5,0,8.665705,11.29955,7,3.80666248977032,8,7.71601526664259,7,3.80666248977032,0,0,0.693147180559945,7.69621263934641,438,0,"C","obst","burst","voiceless",11.0305901116039,11.393454755994,28
"61",601.499999999998,456.4,2.9,"moose","young","N",2.70805020110221,-1.13783300182139,0.693147180559945,0,0,0.693147180559945,0,5,4,8.978756,12.23054,5,4.70953020131233,12,4.45434729625351,4,4.11087386417331,0.693147180559945,3.93182563272433,2.19722457733622,3.25809653802148,14,0,"C","cont","short","voiced",9.7714407716158,10.1754212680198,30
"62",707.539999999997,490.199999999999,1.9,"dearth","young","N",2.83321334405622,1.55227949859415,0.693147180559945,0,0,1.09861228866811,0,6,1,9.882276,12.82938,3,5.06259503302697,8,5.77144112313002,2,5.03695260241363,0.693147180559945,1.6094379124341,1.94591014905531,5.12396397940326,16,0,"C","obst","burst","voiced",7.30921236569276,7.41997992366183,13
"63",547.520000000001,463.699999999998,3.4,"bride","young","N",5.23644196282995,1.47060146757988,1.94591014905531,1.50728,0.57963,1.09861228866811,1.09861228866811,5,3,8.921947,10.9819,13,6.55819780281227,27,7.0335064842877,13,6.55819780281227,0,0,2.70805020110221,6.06378520868761,217,0,"C","obst","burst","voiced",11.0681060347835,11.3976605062953,29
"64",632.890000000001,438.000000000002,3.23,"roach","young","N",4.74493212836325,2.77085110234124,1.09861228866811,0.75049,0.17204,1.38629436111989,1.38629436111989,5,3,8.746636,12.87114,4,3.36729582998647,5,3.36729582998647,4,3.36729582998647,0,0,0.693147180559945,0,117,0,"C","cont","short","voiced",10.2844891884659,10.7457226185809,28
"65",630.79,451.799999999999,4.3,"base","young","N",7.08002649992259,1.49502756125636,2.83321334405622,1.41509,0.72546,3.3322045101752,3.04452243772342,4,8,8.583474,11.48169,6,6.37331978957701,17,7.55642796944025,4,6.16541785423142,1.09861228866811,4.70953020131233,2.63905732961526,7.27100853828099,1432,0,"C","obst","burst","voiced",9.71020615550583,9.99058225938706,28
"66",589.360000000001,466.7,4.53,"zone","young","N",5.31320597904179,0.664976303593249,1.79175946922805,0.09692,1.02365,1.79175946922805,3.09104245335832,4,8,6.956236,7.48717,19,8.34331588140495,29,7.39018142822643,15,5.65948221575962,1.6094379124341,8.2728260036504,2.70805020110221,7.19593722647557,290,6,"C","obst","frication","voiced",6.40025744530882,6.99209642741589,25
"67",522.500000000002,448.999999999998,5.97,"face","young","N",8.98732181285012,1.14535730149149,3.97029191355212,0.8524,1.20293,3.17805383034795,3.40119738166216,4,11,8.370549,11.54842,12,7.22402480828583,17,7.55642796944025,12,7.22402480828583,0,0,1.79175946922805,6.29526600143965,8248,2438,"C","obst","frication","voiceless",10.2817869925715,10.5431284655729,30
"68",595.27,454.499999999998,3.6,"chop","young","N",4.88280192258637,-0.864040041530277,2.30258509299405,0.91881,1.77187,2.19722457733622,2.19722457733622,4,8,8.440009,12.67433,19,6.23441072571837,21,6.24997524225948,19,6.23441072571837,0,0,1.09861228866811,2.19722457733622,102,349,"C","obst","frication","voiceless",6.80903930604298,7.34987370473834,26
"69",602.030000000002,480.199999999999,3.93,"sketch","young","N",5.04342511691925,1.05444107035497,2.39789527279837,0.78448,1.67527,1.94591014905531,1.09861228866811,6,0,8.972388,10.3889,8,3.93182563272433,8,3.93182563272433,8,3.93182563272433,0,0,0,0,199,109,"C","obst","frication","voiceless",11.1290114546924,11.5785633815511,29
"70",608.120000000003,466.7,2.67,"woe","young","N",3.89182029811063,1.51227416398045,1.38629436111989,0.88865,0.87398,1.09861228866811,0,3,7,7.225421,12.09597,10,3.73766961828337,41,8.8378263640077,8,3.13549421592915,0.693147180559945,2.70805020110221,3.49650756146648,8.83389994290864,68,0,"C","cont","short","voiced",8.09437844497296,8.09773057366422,25
"71",552.17,456.000000000002,6.07,"light","young","N",8.54752839121231,0.716943803516436,4.30406509320417,1.81804,1.4208,3.8286413964891,4.33073334028633,5,8,8.768657,12.78698,18,7.82524529143177,33,8.14351740579748,18,7.82524529143177,0,0,2.77258872223978,6.84481547920826,5219,977,"C","cont","short","voiced",11.9741658085458,12.1866145588731,29
"72",666.15,469.500000000001,2.47,"fawn","young","N",3.36729582998647,0.9877496958563,1.09861228866811,0,1.5896,1.79175946922805,0.693147180559945,4,3,7.814751,11.54842,10,4.77912349311153,13,8.86432272251144,10,4.77912349311153,0,0,1.38629436111989,8.84750362592364,27,20,"C","obst","frication","voiceless",12.2302578123185,12.4454634918223,26
"73",686.759999999999,449.800000000002,3.27,"rite","young","N",4.06044301054642,1.68089687641625,2.19722457733622,0.87748,0.96846,1.09861228866811,0.693147180559945,4,15,8.735305,12.78563,13,6.80572255341699,33,8.14351740579748,13,6.80572255341699,0,0,3.04452243772342,7.83952558170468,144,0,"C","cont","short","voiced",10.8313905997384,11.1203716462823,25
"74",677.879999999999,519.9,2.52,"plough","young","N",5.18738580584075,1.70922738304247,2.07944154167984,0.4473,1.77573,1.38629436111989,1.38629436111989,6,1,9.345275,11.92678,12,7.32317071794347,17,7.70526247486633,3,1.09861228866811,2.30258509299405,7.32184971378836,2.70805020110221,7.70436116791031,118,285,"C","obst","burst","voiceless",11.7963359270711,12.1630920729557,24
"75",624.859999999997,452.600000000002,3.83,"jack","young","N",4.30406509320417,-2.66044851959658,3.40119738166216,1.05172,0.87893,2.39789527279837,3.2188758248682,4,9,7.244434,8.49433,22,7.3304052118444,28,7.33171496972647,22,7.3304052118444,0,0,1.94591014905531,1.09861228866811,104,0,"C","obst","frication","voiced",8.31164394850298,8.39004140575575,29
"76",560.229999999998,441.299999999999,5.8,"back","young","N",10.0020651158971,-0.233929680196844,4.74493212836325,0.8311,0.30044,2.99573227355399,4.89783979995091,4,16,8.176802,11.48169,22,7.3304052118444,28,7.33171496972647,22,7.3304052118444,0,0,1.94591014905531,1.09861228866811,3514,504,"C","obst","burst","voiced",10.8807604893451,11.1709420697745,30
